id,item_id,date,quantity,cost (CLP),delivery_date
26767,1824,12/14/2020,2,11936,12/20/2020
26768,1831,12/14/2020,15,255735,12/28/2020
26769,1794,12/14/2020,8,29048,12/23/2020
26770,1848,12/14/2020,12,63108,12/17/2020
26771,1850,12/14/2020,11,374770,12/17/2020
26772,1844,12/14/2020,1,15909,12/26/2020
26773,1816,12/14/2020,12,219552,12/19/2020
26774,1829,12/14/2020,10,62860,12/19/2020
26775,1858,12/14/2020,1,51711,12/24/2020
26776,1855,12/14/2020,3,9819,12/25/2020
26777,1830,12/14/2020,19,95057,12/20/2020
26778,1832,12/14/2020,14,492940,12/20/2020
26779,1826,12/14/2020,3,10017,12/19/2020
26780,1851,12/14/2020,10,476180,12/18/2020
26781,1843,12/14/2020,18,225558,12/21/2020
26782,1785,12/14/2020,19,320245,12/19/2020
26783,1828,12/14/2020,61,1215486,12/23/2020
26784,1790,12/14/2020,40,1641480,12/21/2020
26785,1853,12/14/2020,61,2569686,12/18/2020
26786,1819,12/14/2020,6,51132,12/21/2020
26787,1849,12/14/2020,30,1236150,12/26/2020
26788,1786,12/14/2020,23,306038,12/20/2020
26789,1817,12/14/2020,20,377100,12/24/2020
26790,1818,12/14/2020,25,682725,12/19/2020
26791,1852,12/14/2020,4,214752,12/20/2020
26792,1800,12/14/2020,14,337750,12/18/2020
26793,1787,12/14/2020,9,151092,12/19/2020
26794,1821,12/14/2020,21,50001,12/19/2020
26795,1806,12/14/2020,2,24194,12/22/2020
26796,1791,12/21/2020,7,26054,12/30/2020
26797,1798,12/21/2020,23,423200,12/27/2020
26798,1812,12/21/2020,17,258145,12/28/2020
26799,1810,12/21/2020,2,13410,1/6/2021
26800,1804,12/21/2020,10,96320,1/2/2021
26801,1802,12/21/2020,9,31779,12/30/2020
26802,1809,12/21/2020,14,290234,12/27/2020
26803,1788,12/21/2020,28,940772,1/4/2021
26804,1823,12/21/2020,1,16231,12/28/2020
26805,1846,12/21/2020,5,68520,1/3/2021
26806,1824,12/21/2020,20,119360,12/25/2020
26807,1795,12/21/2020,18,66816,12/27/2020
26808,1803,12/21/2020,3,16596,1/5/2021
26809,1811,12/21/2020,15,84030,12/30/2020
26810,1848,12/21/2020,14,73626,12/28/2020
26811,1799,12/21/2020,27,836487,12/26/2020
26812,1815,12/21/2020,7,121541,12/30/2020
26813,1850,12/21/2020,24,817680,12/29/2020
26814,1816,12/21/2020,11,201256,1/2/2021
26815,1829,12/21/2020,17,106862,12/29/2020
26816,1836,12/21/2020,1,19089,1/1/2021
26817,1830,12/21/2020,12,60036,1/1/2021
26818,1832,12/21/2020,7,246470,1/5/2021
26819,1845,12/21/2020,9,145665,12/30/2020
26820,1805,12/21/2020,13,40209,12/25/2020
26821,1826,12/21/2020,2,6678,12/28/2020
26822,1801,12/21/2020,18,37080,12/29/2020
26823,1833,12/21/2020,1,92867,12/26/2020
26824,1851,12/21/2020,13,619034,12/27/2020
26825,1842,12/21/2020,11,136202,12/24/2020
26826,1785,12/21/2020,18,303390,12/26/2020
26827,1790,12/21/2020,18,738666,12/28/2020
26828,1789,12/21/2020,39,909792,12/27/2020
26829,1793,12/21/2020,26,40352,12/31/2020
26830,1853,12/21/2020,48,2022048,12/27/2020
26831,1819,12/21/2020,10,85220,1/6/2021
26832,1786,12/21/2020,19,252814,12/31/2020
26833,1825,12/21/2020,6,31332,12/25/2020
26834,1854,12/21/2020,44,131340,12/26/2020
26835,1841,12/21/2020,10,222880,12/29/2020
26836,1818,12/21/2020,27,737343,1/4/2021
26837,1827,12/21/2020,23,309304,1/3/2021
26838,1813,12/21/2020,33,90783,12/30/2020
26839,1852,12/21/2020,1,53688,1/1/2021
26840,1800,12/21/2020,19,458375,12/26/2020
26841,1787,12/21/2020,5,83940,12/30/2020
26842,1822,12/21/2020,4,18444,12/27/2020
26843,1797,12/21/2020,21,83874,12/30/2020
26844,1840,12/21/2020,12,241656,12/24/2020
26845,1821,12/21/2020,8,19048,12/27/2020
26846,1798,12/28/2020,14,257600,1/7/2021
26847,1812,12/28/2020,16,242960,1/7/2021
26848,1809,12/28/2020,3,62193,1/10/2021
26849,1796,12/28/2020,20,158560,1/7/2021
26850,1820,12/28/2020,28,356440,1/4/2021
26851,1823,12/28/2020,10,162310,1/8/2021
26852,1792,12/28/2020,21,141099,1/1/2021
26853,1856,12/28/2020,8,59112,1/6/2021
26854,1795,12/28/2020,2,7424,1/6/2021
26855,1831,12/28/2020,34,579666,1/6/2021
26856,1794,12/28/2020,12,43572,1/1/2021
26857,1848,12/28/2020,9,47331,12/31/2020
26858,1799,12/28/2020,15,464715,1/6/2021
26859,1844,12/28/2020,21,334089,12/31/2020
26860,1847,12/28/2020,16,101152,1/9/2021
26861,1855,12/28/2020,6,19638,1/8/2021
26862,1805,12/28/2020,3,9279,1/10/2021
26863,1826,12/28/2020,2,6678,1/2/2021
26864,1833,12/28/2020,1,92867,1/7/2021
26865,1851,12/28/2020,17,809506,1/5/2021
26866,1843,12/28/2020,5,62655,1/6/2021
26867,1785,12/28/2020,4,67420,1/9/2021
26868,1828,12/28/2020,45,896670,1/4/2021
26869,1790,12/28/2020,25,1025925,1/8/2021
26870,1789,12/28/2020,16,373248,1/2/2021
26871,1853,12/28/2020,19,800394,1/2/2021
26872,1849,12/28/2020,27,1112535,1/1/2021
26873,1817,12/28/2020,27,509085,1/3/2021
26874,1854,12/28/2020,11,32835,1/2/2021
26875,1800,12/28/2020,17,410125,1/12/2021
26876,1821,12/28/2020,15,35715,1/2/2021
26877,1806,12/28/2020,14,169358,1/13/2021
26878,1791,1/4/2021,37,137714,1/11/2021
26879,1860,1/4/2021,20,244280,1/9/2021
26880,1804,1/4/2021,3,28896,1/17/2021
26881,1802,1/4/2021,13,45903,1/14/2021
26882,1788,1/4/2021,38,1276762,1/16/2021
26883,1792,1/4/2021,18,120942,1/14/2021
26884,1863,1/4/2021,15,52770,1/10/2021
26885,1846,1/4/2021,20,274080,1/8/2021
26886,1824,1/4/2021,5,29840,1/12/2021
26887,1794,1/4/2021,23,83513,1/20/2021
26888,1811,1/4/2021,3,16806,1/13/2021
26889,1848,1/4/2021,3,15777,1/19/2021
26890,1815,1/4/2021,11,190993,1/17/2021
26891,1850,1/4/2021,54,1839780,1/9/2021
26892,1844,1/4/2021,2,31818,1/17/2021
26893,1816,1/4/2021,15,274440,1/18/2021
26894,1829,1/4/2021,28,176008,1/9/2021
26895,1830,1/4/2021,26,130078,1/19/2021
26896,1845,1/4/2021,12,194220,1/15/2021
26897,1826,1/4/2021,7,23373,1/13/2021
26898,1801,1/4/2021,51,105060,1/15/2021
26899,1842,1/4/2021,6,74292,1/11/2021
26900,1828,1/4/2021,24,478224,1/9/2021
26901,1789,1/4/2021,38,886464,1/8/2021
26902,1793,1/4/2021,19,29488,1/10/2021
26903,1853,1/4/2021,78,3285828,1/18/2021
26904,1849,1/4/2021,45,1854225,1/8/2021
26905,1867,1/4/2021,29,362413,1/11/2021
26906,1786,1/4/2021,32,425792,1/17/2021
26907,1869,1/4/2021,15,17025,1/13/2021
26908,1838,1/4/2021,1,26645,1/16/2021
26909,1825,1/4/2021,4,20888,1/11/2021
26910,1817,1/4/2021,16,301680,1/14/2021
26911,1854,1/4/2021,14,41790,1/9/2021
26912,1841,1/4/2021,6,133728,1/9/2021
26913,1818,1/4/2021,67,1829703,1/14/2021
26914,1827,1/4/2021,19,255512,1/12/2021
26915,1813,1/4/2021,30,82530,1/16/2021
26916,1861,1/4/2021,21,277704,1/10/2021
26917,1852,1/4/2021,15,805320,1/17/2021
26918,1787,1/4/2021,7,117516,1/10/2021
26919,1822,1/4/2021,1,4611,1/10/2021
26920,1797,1/4/2021,36,143784,1/12/2021
26921,1866,1/4/2021,3,39543,1/14/2021
26922,1840,1/4/2021,4,80552,1/13/2021
26923,1791,1/11/2021,28,104216,1/22/2021
26924,1798,1/11/2021,24,441600,1/23/2021
26925,1812,1/11/2021,33,501105,1/27/2021
26926,1810,1/11/2021,9,60345,1/14/2021
26927,1809,1/11/2021,20,414620,1/20/2021
26928,1796,1/11/2021,33,261624,1/17/2021
26929,1820,1/11/2021,4,50920,1/18/2021
26930,1823,1/11/2021,4,64924,1/17/2021
26931,1856,1/11/2021,2,14778,1/15/2021
26932,1846,1/11/2021,2,27408,1/17/2021
26933,1795,1/11/2021,39,144768,1/18/2021
26934,1831,1/11/2021,19,323931,1/17/2021
26935,1803,1/11/2021,7,38724,1/15/2021
26936,1799,1/11/2021,49,1518069,1/17/2021
26937,1850,1/11/2021,16,545120,1/17/2021
26938,1829,1/11/2021,20,125720,1/20/2021
26939,1847,1/11/2021,22,139084,1/15/2021
26940,1832,1/11/2021,19,668990,1/16/2021
26941,1805,1/11/2021,4,12372,1/17/2021
26942,1851,1/11/2021,45,2142810,1/22/2021
26943,1842,1/11/2021,2,24764,1/20/2021
26944,1843,1/11/2021,12,150372,1/17/2021
26945,1785,1/11/2021,61,1028155,1/19/2021
26946,1828,1/11/2021,29,577854,1/15/2021
26947,1790,1/11/2021,106,4349922,1/17/2021
26948,1789,1/11/2021,27,629856,1/14/2021
26949,1793,1/11/2021,7,10864,1/16/2021
26950,1819,1/11/2021,24,204528,1/18/2021
26951,1849,1/11/2021,23,947715,1/16/2021
26952,1825,1/11/2021,20,104440,1/18/2021
26953,1854,1/11/2021,11,32835,1/24/2021
26954,1787,1/11/2021,2,33576,1/15/2021
26955,1822,1/11/2021,9,41499,1/19/2021
26956,1821,1/11/2021,15,35715,1/26/2021
26957,1810,1/18/2021,7,46935,1/25/2021
26958,1804,1/18/2021,8,77056,1/21/2021
26959,1802,1/18/2021,7,24717,1/23/2021
26960,1788,1/18/2021,26,873574,1/29/2021
26961,1796,1/18/2021,15,118920,1/23/2021
26962,1823,1/18/2021,4,64924,1/27/2021
26963,1792,1/18/2021,9,60471,1/26/2021
26964,1856,1/18/2021,7,51723,1/29/2021
26965,1846,1/18/2021,7,95928,1/23/2021
26966,1824,1/18/2021,9,53712,1/23/2021
26967,1795,1/18/2021,12,44544,1/24/2021
26968,1831,1/18/2021,22,375078,2/1/2021
26969,1803,1/18/2021,3,16596,1/28/2021
26970,1811,1/18/2021,6,33612,1/25/2021
26971,1799,1/18/2021,6,185886,1/25/2021
26972,1850,1/18/2021,14,476980,1/27/2021
26973,1844,1/18/2021,21,334089,1/23/2021
26974,1847,1/18/2021,8,50576,1/27/2021
26975,1855,1/18/2021,1,3273,1/22/2021
26976,1814,1/18/2021,1,41505,1/22/2021
26977,1832,1/18/2021,7,246470,1/27/2021
26978,1845,1/18/2021,28,453180,1/28/2021
26979,1826,1/18/2021,11,36729,1/23/2021
26980,1801,1/18/2021,14,28840,1/28/2021
26981,1833,1/18/2021,1,92867,1/25/2021
26982,1843,1/18/2021,4,50124,1/24/2021
26983,1828,1/18/2021,15,298890,1/25/2021
26984,1790,1/18/2021,16,656592,1/24/2021
26985,1789,1/18/2021,21,489888,1/25/2021
26986,1793,1/18/2021,9,13968,1/22/2021
26987,1853,1/18/2021,66,2780316,1/25/2021
26988,1819,1/18/2021,14,119308,1/22/2021
26989,1849,1/18/2021,11,453255,2/2/2021
26990,1786,1/18/2021,31,412486,1/29/2021
26991,1838,1/18/2021,10,266450,1/24/2021
26992,1825,1/18/2021,3,15666,2/1/2021
26993,1817,1/18/2021,32,603360,1/29/2021
26994,1841,1/18/2021,4,89152,1/23/2021
26995,1818,1/18/2021,59,1611231,1/25/2021
26996,1827,1/18/2021,24,322752,1/31/2021
26997,1813,1/18/2021,33,90783,1/31/2021
26998,1852,1/18/2021,3,161064,1/24/2021
26999,1800,1/18/2021,80,1930000,1/22/2021
27000,1787,1/18/2021,19,318972,1/31/2021
27001,1797,1/18/2021,18,71892,1/26/2021
27002,1840,1/18/2021,25,503450,1/26/2021
27003,1806,1/18/2021,4,48388,1/24/2021
27004,1791,1/25/2021,12,44664,2/5/2021
27005,1798,1/25/2021,25,460000,1/30/2021
27006,1804,1/25/2021,5,48160,2/4/2021
27007,1802,1/25/2021,2,7062,2/4/2021
27008,1809,1/25/2021,20,414620,2/2/2021
27009,1796,1/25/2021,7,55496,1/29/2021
27010,1820,1/25/2021,6,76380,2/4/2021
27011,1846,1/25/2021,9,123336,1/31/2021
27012,1795,1/25/2021,3,11136,2/1/2021
27013,1794,1/25/2021,42,152502,2/5/2021
27014,1811,1/25/2021,9,50418,2/6/2021
27015,1848,1/25/2021,26,136734,2/6/2021
27016,1799,1/25/2021,18,557658,2/4/2021
27017,1816,1/25/2021,2,36592,2/5/2021
27018,1829,1/25/2021,35,220010,2/9/2021
27019,1855,1/25/2021,4,13092,1/29/2021
27020,1830,1/25/2021,32,160096,2/10/2021
27021,1805,1/25/2021,2,6186,1/31/2021
27022,1826,1/25/2021,1,3339,1/29/2021
27023,1851,1/25/2021,37,1761866,1/31/2021
27024,1842,1/25/2021,5,61910,2/4/2021
27025,1843,1/25/2021,8,100248,2/5/2021
27026,1785,1/25/2021,31,522505,2/1/2021
27027,1828,1/25/2021,21,418446,2/1/2021
27028,1790,1/25/2021,21,861777,2/2/2021
27029,1789,1/25/2021,17,396576,1/31/2021
27030,1793,1/25/2021,15,23280,2/6/2021
27031,1853,1/25/2021,46,1937796,1/30/2021
27032,1819,1/25/2021,7,59654,1/31/2021
27033,1854,1/25/2021,26,77610,1/31/2021
27034,1818,1/25/2021,43,1174287,1/29/2021
27035,1852,1/25/2021,2,107376,1/30/2021
27036,1800,1/25/2021,11,265375,2/4/2021
27037,1822,1/25/2021,5,23055,2/3/2021
27038,1806,1/25/2021,13,157261,1/29/2021
27039,1860,2/1/2021,23,280922,2/10/2021
27040,1798,2/1/2021,7,128800,2/12/2021
27041,1812,2/1/2021,37,561845,2/5/2021
27042,1788,2/1/2021,77,2587123,2/8/2021
27043,1796,2/1/2021,23,182344,2/15/2021
27044,1823,2/1/2021,5,81155,2/9/2021
27045,1792,2/1/2021,36,241884,2/6/2021
27046,1856,2/1/2021,9,66501,2/12/2021
27047,1863,2/1/2021,12,42216,2/8/2021
27048,1846,2/1/2021,4,54816,2/12/2021
27049,1824,2/1/2021,7,41776,2/9/2021
27050,1795,2/1/2021,34,126208,2/13/2021
27051,1831,2/1/2021,34,579666,2/10/2021
27052,1803,2/1/2021,5,27660,2/8/2021
27053,1815,2/1/2021,1,17363,2/12/2021
27054,1850,2/1/2021,55,1873850,2/7/2021
27055,1844,2/1/2021,13,206817,2/10/2021
27056,1847,2/1/2021,31,195982,2/6/2021
27057,1855,2/1/2021,6,19638,2/14/2021
27058,1832,2/1/2021,23,809830,2/10/2021
27059,1845,2/1/2021,7,113295,2/9/2021
27060,1805,2/1/2021,12,37116,2/13/2021
27061,1801,2/1/2021,54,111240,2/11/2021
27062,1839,2/1/2021,1,71027,2/9/2021
27063,1833,2/1/2021,1,92867,2/7/2021
27064,1851,2/1/2021,47,2238046,2/7/2021
27065,1785,2/1/2021,37,623635,2/5/2021
27066,1828,2/1/2021,42,836892,2/12/2021
27067,1789,2/1/2021,32,746496,2/15/2021
27068,1853,2/1/2021,101,4254726,2/4/2021
27069,1819,2/1/2021,18,153396,2/10/2021
27070,1867,2/1/2021,25,312425,2/4/2021
27071,1786,2/1/2021,48,638688,2/8/2021
27072,1869,2/1/2021,12,13620,2/4/2021
27073,1825,2/1/2021,7,36554,2/9/2021
27074,1817,2/1/2021,41,773055,2/7/2021
27075,1854,2/1/2021,5,14925,2/7/2021
27076,1841,2/1/2021,7,156016,2/8/2021
27077,1818,2/1/2021,36,983124,2/10/2021
27078,1827,2/1/2021,17,228616,2/11/2021
27079,1813,2/1/2021,37,101787,2/8/2021
27080,1861,2/1/2021,20,264480,2/7/2021
27081,1852,2/1/2021,13,697944,2/8/2021
27082,1797,2/1/2021,22,87868,2/11/2021
27083,1866,2/1/2021,2,26362,2/10/2021
27084,1840,2/1/2021,14,281932,2/13/2021
27085,1821,2/1/2021,20,47620,2/5/2021
27086,1791,2/8/2021,27,100494,2/18/2021
27087,1812,2/8/2021,20,303700,2/14/2021
27088,1810,2/8/2021,5,33525,2/12/2021
27089,1804,2/8/2021,12,115584,2/18/2021
27090,1802,2/8/2021,4,14124,2/19/2021
27091,1809,2/8/2021,23,476813,2/16/2021
27092,1788,2/8/2021,29,974371,2/22/2021
27093,1820,2/8/2021,20,254600,2/20/2021
27094,1792,2/8/2021,6,40314,2/20/2021
27095,1803,2/8/2021,3,16596,2/12/2021
27096,1794,2/8/2021,49,177919,2/16/2021
27097,1811,2/8/2021,5,28010,2/13/2021
27098,1848,2/8/2021,23,120957,2/13/2021
27099,1799,2/8/2021,41,1270221,2/12/2021
27100,1850,2/8/2021,19,647330,2/16/2021
27101,1816,2/8/2021,6,109776,2/16/2021
27102,1847,2/8/2021,17,107474,2/15/2021
27103,1826,2/8/2021,4,13356,2/16/2021
27104,1851,2/8/2021,15,714270,2/19/2021
27105,1842,2/8/2021,9,111438,2/14/2021
27106,1843,2/8/2021,13,162903,2/16/2021
27107,1785,2/8/2021,17,286535,2/14/2021
27108,1790,2/8/2021,108,4431996,2/12/2021
27109,1793,2/8/2021,11,17072,2/11/2021
27110,1853,2/8/2021,58,2443308,2/18/2021
27111,1849,2/8/2021,61,2513505,2/15/2021
27112,1786,2/8/2021,8,106448,2/19/2021
27113,1817,2/8/2021,15,282825,2/16/2021
27114,1854,2/8/2021,31,92535,2/11/2021
27115,1841,2/8/2021,5,111440,2/14/2021
27116,1813,2/8/2021,18,49518,2/23/2021
27117,1852,2/8/2021,2,107376,2/17/2021
27118,1800,2/8/2021,53,1278625,2/15/2021
27119,1787,2/8/2021,8,134304,2/16/2021
27120,1822,2/8/2021,15,69165,2/14/2021
27121,1821,2/8/2021,2,4762,2/21/2021
27122,1806,2/8/2021,2,24194,2/15/2021
27123,1798,2/15/2021,24,441600,2/24/2021
27124,1812,2/15/2021,14,212590,2/22/2021
27125,1810,2/15/2021,3,20115,2/26/2021
27126,1796,2/15/2021,10,79280,2/25/2021
27127,1823,2/15/2021,9,146079,2/19/2021
27128,1856,2/15/2021,7,51723,2/21/2021
27129,1846,2/15/2021,17,232968,2/22/2021
27130,1824,2/15/2021,9,53712,2/22/2021
27131,1795,2/15/2021,17,63104,2/20/2021
27132,1831,2/15/2021,30,511470,2/26/2021
27133,1803,2/15/2021,3,16596,2/23/2021
27134,1811,2/15/2021,7,39214,2/23/2021
27135,1848,2/15/2021,11,57849,2/21/2021
27136,1799,2/15/2021,13,402753,2/27/2021
27137,1815,2/15/2021,12,208356,2/24/2021
27138,1844,2/15/2021,6,95454,2/25/2021
27139,1829,2/15/2021,22,138292,2/25/2021
27140,1847,2/15/2021,12,75864,2/22/2021
27141,1830,2/15/2021,33,165099,2/20/2021
27142,1832,2/15/2021,11,387310,2/21/2021
27143,1845,2/15/2021,16,258960,2/19/2021
27144,1801,2/15/2021,19,39140,2/25/2021
27145,1842,2/15/2021,8,99056,2/19/2021
27146,1785,2/15/2021,8,134840,2/18/2021
27147,1828,2/15/2021,62,1235412,2/27/2021
27148,1790,2/15/2021,26,1066962,2/24/2021
27149,1789,2/15/2021,39,909792,2/20/2021
27150,1793,2/15/2021,7,10864,2/25/2021
27151,1819,2/15/2021,17,144874,2/24/2021
27152,1849,2/15/2021,14,576870,2/21/2021
27153,1825,2/15/2021,10,52220,2/24/2021
27154,1854,2/15/2021,13,38805,2/25/2021
27155,1841,2/15/2021,6,133728,2/24/2021
27156,1818,2/15/2021,55,1501995,2/19/2021
27157,1827,2/15/2021,24,322752,2/22/2021
27158,1800,2/15/2021,13,313625,2/21/2021
27159,1797,2/15/2021,30,119820,2/21/2021
27160,1840,2/15/2021,12,241656,2/20/2021
27161,1791,2/22/2021,27,100494,3/3/2021
27162,1812,2/22/2021,14,212590,2/26/2021
27163,1804,2/22/2021,2,19264,3/1/2021
27164,1802,2/22/2021,12,42372,3/1/2021
27165,1809,2/22/2021,7,145117,3/5/2021
27166,1788,2/22/2021,29,974371,2/28/2021
27167,1820,2/22/2021,11,140030,3/6/2021
27168,1823,2/22/2021,17,275927,3/5/2021
27169,1792,2/22/2021,10,67190,3/6/2021
27170,1856,2/22/2021,10,73890,3/3/2021
27171,1846,2/22/2021,7,95928,3/4/2021
27172,1824,2/22/2021,2,11936,3/2/2021
27173,1794,2/22/2021,24,87144,3/1/2021
27174,1848,2/22/2021,15,78885,3/5/2021
27175,1850,2/22/2021,17,579190,3/9/2021
27176,1816,2/22/2021,6,109776,3/3/2021
27177,1847,2/22/2021,10,63220,3/3/2021
27178,1855,2/22/2021,1,3273,2/28/2021
27179,1830,2/22/2021,9,45027,2/26/2021
27180,1832,2/22/2021,20,704200,3/7/2021
27181,1845,2/22/2021,3,48555,2/26/2021
27182,1805,2/22/2021,6,18558,3/6/2021
27183,1826,2/22/2021,9,30051,3/2/2021
27184,1851,2/22/2021,40,1904720,3/4/2021
27185,1842,2/22/2021,1,12382,2/28/2021
27186,1785,2/22/2021,15,252825,2/28/2021
27187,1789,2/22/2021,19,443232,2/28/2021
27188,1853,2/22/2021,80,3370080,3/6/2021
27189,1849,2/22/2021,11,453255,2/25/2021
27190,1786,2/22/2021,38,505628,3/1/2021
27191,1817,2/22/2021,33,622215,3/1/2021
27192,1818,2/22/2021,19,518871,3/3/2021
27193,1827,2/22/2021,13,174824,3/3/2021
27194,1800,2/22/2021,18,434250,2/26/2021
27195,1840,2/22/2021,1,20138,3/1/2021
27196,1821,2/22/2021,15,35715,2/28/2021
27197,1806,2/22/2021,5,60485,2/28/2021
27198,1860,3/1/2021,23,280922,3/7/2021
27199,1798,3/1/2021,27,496800,3/4/2021
27200,1812,3/1/2021,16,242960,3/9/2021
27201,1804,3/1/2021,2,19264,3/10/2021
27202,1802,3/1/2021,5,17655,3/10/2021
27203,1788,3/1/2021,19,638381,3/13/2021
27204,1796,3/1/2021,29,229912,3/6/2021
27205,1863,3/1/2021,9,31662,3/9/2021
27206,1795,3/1/2021,28,103936,3/8/2021
27207,1831,3/1/2021,30,511470,3/7/2021
27208,1803,3/1/2021,3,16596,3/10/2021
27209,1794,3/1/2021,28,101668,3/4/2021
27210,1811,3/1/2021,7,39214,3/11/2021
27211,1799,3/1/2021,46,1425126,3/5/2021
27212,1815,3/1/2021,8,138904,3/6/2021
27213,1844,3/1/2021,3,47727,3/5/2021
27214,1829,3/1/2021,21,132006,3/12/2021
27215,1855,3/1/2021,10,32730,3/9/2021
27216,1814,3/1/2021,2,83010,3/11/2021
27217,1830,3/1/2021,16,80048,3/8/2021
27218,1845,3/1/2021,5,80925,3/5/2021
27219,1801,3/1/2021,37,76220,3/14/2021
27220,1842,3/1/2021,3,37146,3/10/2021
27221,1843,3/1/2021,11,137841,3/6/2021
27222,1785,3/1/2021,33,556215,3/6/2021
27223,1828,3/1/2021,34,677484,3/8/2021
27224,1790,3/1/2021,127,5211699,3/6/2021
27225,1789,3/1/2021,32,746496,3/10/2021
27226,1793,3/1/2021,13,20176,3/7/2021
27227,1819,3/1/2021,29,247138,3/14/2021
27228,1849,3/1/2021,36,1483380,3/6/2021
27229,1867,3/1/2021,28,349916,3/6/2021
27230,1786,3/1/2021,25,332650,3/7/2021
27231,1869,3/1/2021,15,17025,3/6/2021
27232,1825,3/1/2021,10,52220,3/12/2021
27233,1817,3/1/2021,26,490230,3/9/2021
27234,1854,3/1/2021,27,80595,3/11/2021
27235,1841,3/1/2021,4,89152,3/11/2021
27236,1837,3/1/2021,1,39978,3/7/2021
27237,1813,3/1/2021,47,129297,3/13/2021
27238,1861,3/1/2021,22,290928,3/8/2021
27239,1852,3/1/2021,10,536880,3/9/2021
27240,1800,3/1/2021,31,747875,3/8/2021
27241,1787,3/1/2021,7,117516,3/6/2021
27242,1822,3/1/2021,1,4611,3/10/2021
27243,1797,3/1/2021,28,111832,3/6/2021
27244,1866,3/1/2021,3,39543,3/6/2021
27245,1840,3/1/2021,5,100690,3/8/2021
27246,1821,3/1/2021,1,2381,3/10/2021
27247,1791,3/8/2021,17,63274,3/11/2021
27248,1798,3/8/2021,7,128800,3/13/2021
27249,1809,3/8/2021,9,186579,3/14/2021
27250,1796,3/8/2021,6,47568,3/17/2021
27251,1820,3/8/2021,21,267330,3/18/2021
27252,1823,3/8/2021,7,113617,3/14/2021
27253,1792,3/8/2021,29,194851,3/15/2021
27254,1846,3/8/2021,12,164448,3/15/2021
27255,1824,3/8/2021,7,41776,3/16/2021
27256,1795,3/8/2021,1,3712,3/11/2021
27257,1831,3/8/2021,19,323931,3/12/2021
27258,1794,3/8/2021,13,47203,3/14/2021
27259,1848,3/8/2021,12,63108,3/17/2021
27260,1799,3/8/2021,13,402753,3/13/2021
27261,1844,3/8/2021,10,159090,3/12/2021
27262,1816,3/8/2021,14,256144,3/16/2021
27263,1858,3/8/2021,10,517110,3/16/2021
27264,1847,3/8/2021,36,227592,3/15/2021
27265,1830,3/8/2021,5,25015,3/19/2021
27266,1832,3/8/2021,30,1056300,3/16/2021
27267,1845,3/8/2021,17,275145,3/19/2021
27268,1805,3/8/2021,16,49488,3/11/2021
27269,1826,3/8/2021,8,26712,3/13/2021
27270,1851,3/8/2021,61,2904698,3/13/2021
27271,1843,3/8/2021,3,37593,3/15/2021
27272,1785,3/8/2021,19,320245,3/14/2021
27273,1828,3/8/2021,24,478224,3/20/2021
27274,1790,3/8/2021,19,779703,3/15/2021
27275,1793,3/8/2021,15,23280,3/17/2021
27276,1853,3/8/2021,69,2906694,3/16/2021
27277,1849,3/8/2021,14,576870,3/18/2021
27278,1786,3/8/2021,15,199590,3/19/2021
27279,1818,3/8/2021,42,1146978,3/21/2021
27280,1827,3/8/2021,19,255512,3/13/2021
27281,1800,3/8/2021,18,434250,3/21/2021
27282,1787,3/8/2021,1,16788,3/15/2021
27283,1797,3/8/2021,9,35946,3/14/2021
27284,1840,3/8/2021,4,80552,3/18/2021
27285,1806,3/8/2021,3,36291,3/18/2021
27286,1791,3/15/2021,15,55830,3/23/2021
27287,1798,3/15/2021,8,147200,3/27/2021
27288,1812,3/15/2021,27,409995,3/23/2021
27289,1804,3/15/2021,5,48160,3/23/2021
27290,1835,3/15/2021,3,345051,3/18/2021
27291,1802,3/15/2021,6,21186,3/24/2021
27292,1809,3/15/2021,9,186579,3/26/2021
27293,1788,3/15/2021,28,940772,3/21/2021
27294,1795,3/15/2021,7,25984,3/20/2021
27295,1831,3/15/2021,14,238686,3/20/2021
27296,1803,3/15/2021,7,38724,3/19/2021
27297,1794,3/15/2021,14,50834,3/22/2021
27298,1811,3/15/2021,9,50418,3/20/2021
27299,1799,3/15/2021,15,464715,3/24/2021
27300,1815,3/15/2021,10,173630,3/19/2021
27301,1850,3/15/2021,71,2418970,3/20/2021
27302,1859,3/15/2021,1,136290,3/21/2021
27303,1844,3/15/2021,12,190908,3/26/2021
27304,1829,3/15/2021,17,106862,3/23/2021
27305,1847,3/15/2021,18,113796,3/24/2021
27306,1855,3/15/2021,3,9819,3/23/2021
27307,1805,3/15/2021,4,12372,3/19/2021
27308,1826,3/15/2021,2,6678,3/21/2021
27309,1801,3/15/2021,9,18540,3/22/2021
27310,1851,3/15/2021,20,952360,3/19/2021
27311,1842,3/15/2021,13,160966,3/19/2021
27312,1843,3/15/2021,5,62655,3/28/2021
27313,1785,3/15/2021,19,320245,3/21/2021
27314,1790,3/15/2021,16,656592,3/28/2021
27315,1789,3/15/2021,46,1073088,3/18/2021
27316,1819,3/15/2021,19,161918,3/25/2021
27317,1825,3/15/2021,9,46998,3/18/2021
27318,1817,3/15/2021,19,358245,3/29/2021
27319,1854,3/15/2021,28,83580,3/18/2021
27320,1841,3/15/2021,11,245168,3/22/2021
27321,1827,3/15/2021,10,134480,3/20/2021
