item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase
758,brit care gf junior large breed salmon  12 kg,cachorros,alimento,64990.0,47279.0,196.0,2.0,0.015,3350.0
1062,power spray 100 ml,ant. ext.,medicamentos,14990.0,11822.0,28.0,2.0,0.0002,500.0
1199,coastal maslow  plato pup rosado 1596 ml,paseo,accesorios,15990.0,12107.0,34.0,3.0,0.001,650.0
245,coastal k9 explorer arnes acolchado zafiro m,paseo,accesorios,35990.0,27549.0,89.0,0.0,0.004,1200.0
1416,bordeau adj. air mesh harness large,paseo,accesorios,26400.0,19517.0,65.0,0.0,0.004,500.0
1127,coastal sublime collar yellow s/m,paseo,accesorios,12490.0,8591.0,26.0,1.0,0.001,500.0
784,nutribound gato 150 ml,suplemento,medicamentos,15000.0,11655.0,28.0,1.0,0.0002,500.0
1640,habitrail kit mini,hogar-transporte,accesorios,40990.0,31065.0,86.0,0.0,0.001,600.0
489,shampoo ehlinger (hipohalerg.) 250 ml.,antialergico,medicamentos,4690.0,3281.0,9.0,0.0,0.0002,500.0
154,revolution perro 2-5 kg,ant. ext.,medicamentos,16890.0,12321.0,31.0,6.0,0.0002,500.0
961,nexgard x 3 tab.  2 a 4 k  ,ant. ext.,medicamentos,26990.0,18866.0,50.0,1.0,0.0002,500.0
853,zd hawkins stranger  adj. air mesh harness medium,paseo,accesorios,23900.0,15717.0,58.0,2.0,0.004,1500.0
1311,pawise little monster violeta,juguetes,accesorios,5790.0,4299.0,14.0,0.0,0.004,900.0
625,brit care cat chicken breats with rice 70grs,humedo,alimento,1900.0,1309.0,6.0,2.0,0.015,600.0
685,zd skull 2.0 h-harness large,paseo,accesorios,19900.0,14487.0,49.0,3.0,0.004,1450.0
1464,coastal maslow plato cobre martillado 709 ml,paseo,accesorios,7990.0,6001.0,19.0,1.0,0.004,900.0
569,pawise little monster rojo,juguetes,accesorios,5790.0,3912.0,14.0,0.0,0.004,950.0
1781,capa polar chiporro t/6 cata pets,ropa,accesorios,14490.0,10614.0,30.0,3.0,0.001,500.0
17,"planet dog planet ball azul/verde ""l""",juguetes,accesorios,22990.0,15375.0,57.0,1.0,0.004,550.0
127,power ultra 11 - 20  kg,ant. ext.,medicamentos,9870.0,6935.0,19.0,8.0,0.0002,500.0
1346,catit filtro fuente acero inox 2 unid,comederos,accesorios,7990.0,5807.0,17.0,2.0,0.001,500.0
1838,cama para perro azumpets,hogar-transporte,accesorios,36990.0,26645.0,175.0,,,500.0
927,sand leash large,paseo,accesorios,16900.0,11580.0,36.0,1.0,0.001,500.0
980,coastal k9 explorer arnes acolchado naranja s,paseo,accesorios,25990.0,17767.0,63.0,0.0,0.004,650.0
1834,loft dog house,hogar-transporte,accesorios,139990.0,105723.0,663.0,,,500.0
190,exo terra filtro int rept clear 150  ,enriquecimiento ambiental,accesorios,13990.0,11152.0,34.0,2.0,0.004,900.0
992,small round aluminum black (my family),placas identificacion,accesorios,7130.0,4921.0,18.0,1.0,0.004,500.0
1825,poo bolsas compostables 60 u,higiene,accesorios,6990.0,5222.0,14.0,,,500.0
1554,bravery iberian pork mini adult small breeds 7 kg,adultos,alimento,38990.0,25896.0,118.0,1.0,0.015,1650.0
606,feliway kit enchufe,comportamiento,medicamentos,39990.0,30582.0,74.0,4.0,0.0002,1000.0
180,coastal maslow  plato paw gris 828 ml,paseo,accesorios,10490.0,7818.0,22.0,0.0,0.001,500.0
301,afp mighty rex toro,juguetes,accesorios,25990.0,17887.0,54.0,0.0,0.001,550.0
496,"dogit cuerdas anudadas tricolor ""l""",juguetes,accesorios,5490.0,3891.0,14.0,2.0,0.004,1200.0
1817,puzzle tornado nivel 2,juguetes,accesorios,24990.0,18855.0,61.0,,,500.0
1603,zd artsy adjustable air mesh harness small,paseo,accesorios,19300.0,13285.0,41.0,3.0,0.001,500.0
1559,fel urinary chi pouch 85 gr,humedo,alimento,1900.0,1416.0,6.0,1.0,0.015,2450.0
1536,doguivit adulto,suplementos,medicamentos,7990.0,5670.0,17.0,32.0,0.001,500.0
517,royal can. shn mini junior 3 kgr.,cachorros,alimento,28750.0,22666.0,86.0,1.0,0.015,1150.0
1854,churu premio cremoso natural para perro,adultos,alimento,3990.0,2985.0,10.0,,,500.0
1069,pro plan sterilized cat 1kg ar,adultos,alimento,13440.0,8756.0,41.0,0.0,0.015,1150.0
476,veraflox    15mg  x 7,antibiotico,medicamentos,20500.0,13703.0,38.0,1.0,0.0002,500.0
157,hartz tuff stuff nose divers - small,juguetes,accesorios,7890.0,5754.0,17.0,0.0,0.001,500.0
1243,repelente de gatos spray int.,higiene,accesorios,12790.0,8654.0,27.0,2.0,0.001,550.0
1195,wicked flyharness size 5,paseo,accesorios,39899.5,27776.0,84.0,3.0,0.001,850.0
16,zeedog prisma collar medium,paseo,accesorios,10860.0,7825.0,22.0,1.0,0.001,500.0
1072,dogxtreme pupy pollo y arroz,adultos,alimento,24990.0,17511.0,75.0,112.0,0.015,2000.0
1841,parka premium perro con chiporro,ropa,accesorios,31990.0,22288.0,78.0,,,500.0
546,pawise holow leon,juguetes,accesorios,6990.0,4636.0,14.0,0.0,0.001,500.0
1524,afp lamb cuddle tail wand cat,juguetes,accesorios,7790.0,5791.0,19.0,0.0,0.004,500.0
1019,zeedog skull h-harness medium,paseo,accesorios,15300.0,10242.0,33.0,0.0,0.001,500.0
1560,blast collar small,paseo,accesorios,9900.0,6687.0,21.0,2.0,0.001,500.0
959,brit care cat grain-free sterilized weight control 7 kg,weight control,alimento,55990.0,44245.0,168.0,0.0,0.015,2200.0
1758,mother and babycat instinctive  145 gr,cachorros,alimento,2290.0,1578.0,8.0,1.0,0.015,4300.0
283,chocolate labrador  (my family),placas identificacion,accesorios,17560.0,13969.0,37.0,0.0,0.001,500.0
797,mamadera  (kit)  115 ml,bebederos,accesorios,9490.0,6901.0,20.0,1.0,0.001,500.0
1525,bravecto gato 1.2 a 2.8 kg,ant. ext.,medicamentos,29610.0,22858.0,55.0,0.0,0.0002,750.0
225,royal canin baby cat intinctive  165grx6un,humedo,alimento,2540.0,1754.0,8.0,9.0,0.015,4250.0
26,ratón portagolosina violeta,juguetes,accesorios,4690.0,3654.0,10.0,1.0,0.001,500.0
1656,zd bordeau adjustable air mesh harness medium,paseo,accesorios,23900.0,17822.0,58.0,0.0,0.004,1650.0
437,dragoxilo 220 mg  x 10 comp.,antibiotico,medicamentos,14180.0,11303.0,27.0,2.0,0.0002,500.0
1818,puzzle twister nivel 3,juguetes,accesorios,35990.0,27309.0,89.0,,,500.0
1388,pawise bolsas repuesto 8x20 colores,higiene,accesorios,6790.0,4902.0,14.0,7.0,0.001,500.0
229,big bone chromed brass (my family),placas identificacion,accesorios,9200.0,6734.0,19.0,0.0,0.001,500.0
37,big bone aluminum red (my family),placas identificacion,accesorios,7130.0,5329.0,15.0,2.0,0.001,500.0
749,heno de avena 425 gr,alimento exoticos,accesorios,9260.0,7101.0,22.0,1.0,0.004,900.0
1045,royal can. babycat 34 2 kgr.,cachorros,alimento,13490.0,10609.0,41.0,0.0,0.015,3650.0
1398,blast h-harness small,paseo,accesorios,13900.0,9140.0,29.0,0.0,0.001,500.0
469,jaula bella peq. animalles,hogar-transporte,accesorios,62480.0,40918.0,131.0,0.0,0.001,800.0
1587,fancy feast mousse pez camaron 85 g,latas,alimento,900.0,688.0,3.0,0.0,0.015,500.0
1837,cama para perro negra zeedog,hogar-transporte,accesorios,55990.0,39978.0,265.0,,,500.0
687,mastilac jeringa,antibiotico,medicamentos,2600.0,1771.0,5.0,0.0,0.0002,500.0
1723,zd army green ruff leash large,paseo,accesorios,23900.0,15864.0,50.0,3.0,0.001,500.0
639,zd mahalo adjustable air mesh harness large,paseo,accesorios,26400.0,18334.0,55.0,0.0,0.001,500.0
1606,afp wooly mouse con sonido,juguetes,accesorios,5980.0,4655.0,12.0,2.0,0.001,500.0
1218,advantix 25-40 kg,ant. ext.,medicamentos,14920.0,10133.0,28.0,5.0,0.0002,500.0
1158,allercalm,antialergico,medicamentos,19290.0,15050.0,36.0,6.0,0.0002,500.0
1415,zd neon coral adjustable air mesh harness large,paseo,accesorios,26400.0,18549.0,55.0,1.0,0.001,500.0
1553,arnes de paseo grande g.a,paseo,accesorios,9290.0,6067.0,20.0,1.0,0.001,500.0
1300,exo terra placa calefactora 25 w,enriquecimiento ambiental,accesorios,42990.0,30915.0,90.0,0.0,0.001,900.0
1827,hueso masticable con textura,juguetes,accesorios,17990.0,13448.0,45.0,,,500.0
800,transimed x 15 ml,otico,medicamentos,12770.0,9473.0,24.0,0.0,0.0002,500.0
160,hidrocortisona spray 76ml,antialergico,medicamentos,27970.0,19372.0,52.0,3.0,0.0002,500.0
956,zeedog prisma leash small,paseo,accesorios,13850.0,9647.0,29.0,2.0,0.001,500.0
1186,exo terra ampolleta infraroja 50 w.,enriquecimiento ambiental,accesorios,13490.0,10372.0,28.0,1.0,0.001,500.0
821,coastal new earth collar de soya berenjena xs,paseo,accesorios,9190.0,7218.0,19.0,0.0,0.001,500.0
1699,harvest stacks westtimothy 992 gr.,enriquecimiento ambiental,accesorios,20640.0,16140.0,43.0,0.0,0.001,500.0
877,coastal k9 explorer arnes acolchado naranja m,paseo,accesorios,35990.0,27297.0,76.0,0.0,0.001,500.0
913,bravery chicken adult cat sterilized 7 kg,adultos,alimento,47990.0,36243.0,145.0,0.0,0.015,3650.0
152,cytopoint 20 mg iny 10-20 k,medicamentos,medicamentos,40020.0,26460.0,74.0,0.0,0.0002,900.0
1717,royal canin mini puppy pouch 85 gr,humedo,alimento,2330.0,1579.0,8.0,0.0,0.015,950.0
1662,sand cat collar,paseo,accesorios,4900.0,3256.0,10.0,0.0,0.001,500.0
509,pro plan puppy medium breed 3kg ar,cachorros,alimento,29550.0,22500.0,90.0,10.0,0.015,1350.0
1135,royal canin gastrointestinal feline 2 kg,adultos,alimento,17090.0,13535.0,52.0,2.0,0.015,4000.0
1250,baytril  150 mg,antibiotico,medicamentos,21000.0,16710.0,39.0,0.0,0.0002,500.0
1561,zeedog atlanta collar cat,paseo,accesorios,4880.0,3451.0,10.0,0.0,0.001,500.0
103,sand h-harness small,paseo,accesorios,13900.0,10422.0,29.0,1.0,0.001,500.0
1445,canine l/d  lata x 370 gr,latas medicadas,alimento,8310.0,5516.0,26.0,0.0,0.015,3800.0
586,zeedog phantom leash small,paseo,accesorios,13850.0,9802.0,34.0,0.0,0.004,950.0
1654,power ultra  41 - 60 kg,ant. ext.,medicamentos,12830.0,9118.0,24.0,2.0,0.0002,500.0
1143,itraskin susp. oral 120 ml,antimicotico,medicamentos,16990.0,11455.0,32.0,5.0,0.0002,500.0
53,zeus nosh hueso flex cachorro sabor tocino s,juguetes,accesorios,6490.0,4949.0,13.0,2.0,0.001,500.0
151,royal canin gastrointestinal cat 1.5 kg,adultos,alimento,16590.0,11876.0,50.0,1.0,0.015,1800.0
403,pawise bozal tela l,paseo,accesorios,5990.0,4671.0,12.0,0.0,0.001,500.0
1813,caña con pompones,juguetes,accesorios,3990.0,2751.0,8.0,,,500.0
207,zd artsy h-harness small,paseo,accesorios,13900.0,10535.0,34.0,0.0,0.004,600.0
1770,zd bordeau adjustable air mesh harness large,paseo,accesorios,34030.0,24082.0,83.0,2.0,0.004,700.0
1861,small bird diet 1 kg,adultos,alimento,19990.0,13224.0,42.0,,,500.0
8,arnes nacional grande a. doctor,paseo,accesorios,8190.0,6107.0,21.0,0.0,0.004,950.0
1014,toallitas tea tree oil,higiene,accesorios,5940.0,4521.0,12.0,2.0,0.001,500.0
1680,karsivan 50 mg,cardiaco,medicamentos,35990.0,24423.0,67.0,0.0,0.0002,500.0
1060,royal renal lp modified 385 grs. (lata),latas medicadas,alimento,4920.0,3868.0,16.0,4.0,0.015,700.0
253,zeedog coral bowl large,comederos,accesorios,14510.0,9824.0,35.0,1.0,0.004,1100.0
1327,drontal cats  1 comprimido (pote 24 un) ,ant. ext.,medicamentos,3290.0,2253.0,7.0,0.0,0.0002,500.0
896,arnes talla s,paseo,accesorios,6490.0,5119.0,13.0,2.0,0.001,500.0
1624,kong extreme dental con cuerda,juguetes,accesorios,24990.0,16868.0,52.0,18.0,0.001,500.0
880,collar c/hueso chico a. doctor,paseo,accesorios,2390.0,1743.0,5.0,0.0,0.001,500.0
1764,royal canin alimento húmedo perro adulto,humedo,alimento,8990.0,6620.0,27.0,62.0,0.015,750.0
623,proplan cat kitten opt 7.5kg,cachorros,alimento,38900.0,26070.0,118.0,0.0,0.015,2200.0
345,nexgard x 3 tab. 10 a  25 kg,ant. ext.,medicamentos,32990.0,22926.0,61.0,2.0,0.0002,500.0
1674,collar isabelino 30 cm nº(6),higiene,medicamentos,9390.0,6666.0,18.0,0.0,0.0002,500.0
262,dogit dispensador bolsa fecas rojo 2x20,higiene,accesorios,4990.0,3902.0,11.0,0.0,0.001,500.0
1321,collar expandible con hebilla negro,paseo,accesorios,6990.0,5158.0,14.0,15.0,0.001,500.0
1438,botella 100 ml peq animales,comederos,accesorios,4490.0,3331.0,10.0,2.0,0.001,500.0
150,hartz chew n clean tuff bone dog toy - small,juguetes,accesorios,4990.0,3819.0,11.0,1.0,0.001,500.0
472,bravery salmon puppy large/medium breed 12 kg,cachorros,alimento,69990.0,54458.0,211.0,0.0,0.015,1300.0
640,nexgard 136mg x 1 tab. masticable 25-50k,ant. ext.,medicamentos,20420.0,15275.0,38.0,2.0,0.0002,500.0
1852,pro plan alimento seco para cachorro razas grandes 15 kg,cachorro,alimento,76990.0,53688.0,232.0,,,500.0
1759,zd midnight collar medium,paseo,accesorios,10900.0,8233.0,26.0,2.0,0.004,500.0
550,zd neon coral collar large,paseo,accesorios,12900.0,8902.0,31.0,1.0,0.004,500.0
928,monge mini p&j chicken de 3 kg,cachorros,alimento,27990.0,22300.0,85.0,3.0,0.015,3650.0
488,advantage gatos  4-8,ant. ext.,medicamentos,13170.0,9233.0,25.0,5.0,0.0002,500.0
1695,clever pet bowl heart,comederos,accesorios,6980.0,5089.0,14.0,0.0,0.001,500.0
1171,pawise peluche unicornio con catnip,juguetes,accesorios,4590.0,3322.0,10.0,3.0,0.001,500.0
146,afp ultrasonic ardilla,juguetes,accesorios,14000.0,10894.0,34.0,1.0,0.004,750.0
1599,brit care gf puppy salmon 1 kg,cachorros,alimento,8490.0,6318.0,26.0,9.0,0.015,2850.0
1800,bravery chicken adult cat,adultos,alimento,35990.0,24125.0,89.0,,,500.0
402,parla roja a.c  m,ropa,accesorios,22570.0,15980.0,47.0,1.0,0.001,500.0
954,coastal maslow  plato paw azul 828 ml,paseo,accesorios,10490.0,7871.0,22.0,1.0,0.001,500.0
1754,heno de hierba de huerto 425gr,alimento exoticos,accesorios,9260.0,6436.0,22.0,2.0,0.004,1050.0
659,lw sustrato natural peq. anim. verde-10l,higiene,accesorios,11890.0,8394.0,25.0,1.0,0.001,500.0
463,zeus bozal alpha  xl ,paseo,accesorios,27990.0,18713.0,59.0,0.0,0.001,500.0
1349,le salon essential cepillo carda small,grooming,accesorios,10990.0,8242.0,23.0,2.0,0.001,500.0
186,rueda de erizo/roedor,enriquecimiento ambiental,accesorios,17290.0,12015.0,36.0,1.0,0.001,500.0
1147,afp mighty rex pelota durable,juguetes,accesorios,7990.0,5301.0,17.0,11.0,0.001,500.0
1224,fiprokill spray x 100 ml ,ant. ext.,medicamentos,15990.0,11380.0,30.0,3.0,0.0002,500.0
608,zeus collar semifijo  xl  rojo,paseo,accesorios,11490.0,8054.0,25.0,0.0,0.001,500.0
143,lw bebedero vidrio  eco +  - 177 ml,bebederos,accesorios,9490.0,6967.0,20.0,2.0,0.001,500.0
1534,mamistop 250 gr. (perro),suplemento,medicamentos,11780.0,8442.0,22.0,0.0,0.0002,500.0
981,columbia leash small,paseo,accesorios,15900.0,10402.0,39.0,0.0,0.004,500.0
197,zd honey adjustable air mesh harness medium,paseo,accesorios,23900.0,17983.0,50.0,2.0,0.001,500.0
279,bravery light iberian pork mini adult small breeds 2 kg,adultos,alimento,16990.0,12512.0,52.0,1.0,0.015,2650.0
293,collar cuero  nº1 (g. araya),paseo,accesorios,4790.0,3712.0,10.0,0.0,0.001,500.0
1706,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
122,royal canin feline adult sterilised 1.5 kg,adultos,alimento,19710.0,14167.0,60.0,3.0,0.015,500.0
1207,monge mini sen chicken 4x3 kg,senior,alimento,26990.0,17726.0,82.0,2.0,0.015,1900.0
202,honey h-harness large,paseo,accesorios,19900.4,15303.0,42.0,0.0,0.001,550.0
1462,pro plan reduce calorie sml brd 3kg ar,adultos,alimento,29550.0,21104.0,90.0,0.0,0.015,500.0
246,bravery iberian pork adult large/medium breeds 12 kg,adultos,alimento,56990.0,42664.0,172.0,0.0,0.015,500.0
1439,bravery iberian pork mini adult small breeds 2 kg,adultos,alimento,16990.0,12800.0,52.0,8.0,0.015,4200.0
1776,hartz zoo ballons dog toy,juguetes,accesorios,8990.0,6630.0,19.0,0.0,0.001,500.0
1757,zd bordeau leash large,paseo,accesorios,16900.0,12705.0,36.0,0.0,0.001,500.0
1153,palace dog house,hogar-transporte,accesorios,159990.0,114350.0,335.0,0.0,0.001,1250.0
1426,coastal lazer brite collar rainbow hearts l,paseo,accesorios,15990.0,10551.0,34.0,2.0,0.001,500.0
384,pack cuy  animal care,hogar-transporte,accesorios,84160.0,65775.0,176.0,0.0,0.001,1950.0
1645,bravery salmon mini puppy small breed 7 kg,cachorros,alimento,45990.0,31107.0,139.0,0.0,0.015,1950.0
854,bliss leash large,paseo,accesorios,16900.0,12157.0,42.0,0.0,0.004,650.0
1589,honey collar extra small,paseo,accesorios,7900.41,5385.0,19.0,0.0,0.004,500.0
219,light blue glam paw (my family),placas identificacion,accesorios,36060.0,28262.0,89.0,1.0,0.004,1150.0
641,aquadent 250ml,oral,medicamentos,28720.0,22707.0,53.0,3.0,0.0002,500.0
1,royal can. diabetic feline 1.5 kg.,medicados,alimento,23450.0,16186.0,72.0,1.0,0.015,5150.0
112,zeus collar ajustable  l   azul denim,paseo,accesorios,6390.0,5035.0,13.0,1.0,0.001,500.0
1787,nath puppy maxi sabor pollo y arroz integral,cachorro,alimento,24990.0,16788.0,75.0,,,500.0
1637,small round aluminum blue (my family),placas identificacion,accesorios,7130.0,5133.0,15.0,1.0,0.001,500.0
1410,columbia cat collar,paseo,accesorios,4900.42,3530.0,10.0,0.0,0.001,500.0
1409,paracan cachorro 15 ml,ant. interno,medicamentos,4890.0,3907.0,9.0,0.0,0.0002,500.0
1533,espuma seca canish 160 ml,higiene,medicamentos,5120.0,3615.0,10.0,0.0,0.0002,500.0
1291,coastal lazer brite collar pink multi flowers s/m,paseo,accesorios,10490.0,7619.0,22.0,0.0,0.001,500.0
441,tears lagrimas artificiales 8 ml.,ocular,medicamentos,13900.0,9952.0,26.0,1.0,0.0002,500.0
1520,coastal lazer brite trailla bones m,paseo,accesorios,11990.0,9277.0,25.0,1.0,0.001,500.0
1136,zd ella adjustable air mesh harness small,paseo,accesorios,19300.0,14586.0,41.0,0.0,0.001,500.0
1256,posatec,otico,medicamentos,25930.0,17147.0,48.0,0.0,0.0002,500.0
1742,clever pet bowl ondas,comederos,accesorios,6980.0,4895.0,14.0,0.0,0.001,500.0
1631,zd smash collar extra small,paseo,accesorios,10180.0,6651.0,21.0,3.0,0.001,500.0
1397,brit pate & meat duck 400 gr,latas,alimento,4500.0,3578.0,14.0,2.0,0.015,4000.0
663,baño sanitario grande con cubierta gris,higiene,accesorios,43990.0,29409.0,92.0,2.0,0.001,1150.0
1716,pink led leash small,paseo,accesorios,13900.0,10446.0,29.0,2.0,0.001,500.0
1257,laguna cat collar,paseo,accesorios,4900.42,3447.0,10.0,2.0,0.001,500.0
317,gastroenteril x 120 ml ,antibiotico,medicamentos,12870.0,8886.0,24.0,0.0,0.0002,500.0
648,monge mini adult chicken de 3 kg,adultos,alimento,25990.0,18160.0,78.0,4.0,0.015,1700.0
1434,pawise pelotitas arcoiris unidad,juguetes,accesorios,990.0,702.0,2.0,0.0,0.001,500.0
1479,"zeus collar semifij ""xl"" azul denim",paseo,accesorios,11490.0,8355.0,25.0,0.0,0.001,500.0
709,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
1282,collar gato elasticado a.doctor,paseo,accesorios,3950.0,2577.0,10.0,6.0,0.004,550.0
627,royal canin mini adulto pouch 85 gr,humedo,alimento,2040.0,1588.0,6.0,3.0,0.015,4700.0
632,rostrum susp. oral 20 ml,antibiotico,medicamentos,6390.0,4213.0,12.0,3.0,0.0002,500.0
1306,cama cubo chica cata pet,camas,accesorios,21820.0,16082.0,46.0,1.0,0.001,550.0
1400,power 1 p. 21-40 kg,ant. ext.,medicamentos,10990.0,7768.0,21.0,0.0,0.0002,500.0
1248,juguetes de pasto 3 unidades,juguetes,accesorios,8710.0,6071.0,18.0,0.0,0.001,500.0
1822,superpet perro adulto,suplementos,medicamentos,6990.0,4611.0,17.0,,,500.0
1254,zd smash leash small,paseo,accesorios,13900.0,9945.0,29.0,3.0,0.001,500.0
1496,fox terrier (my family),placas identificacion,accesorios,17560.0,13067.0,37.0,2.0,0.001,500.0
1529,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
1663,zeedof arnés ajustable morado,paseo,accesorios,27990.0,20380.0,59.0,62.0,0.001,900.0
1797,little jacs snack,snack,alimento,5990.0,3994.0,12.0,,,500.0
1775,brit care dog show champion salmon 3 kg,adultos,alimento,23990.0,15761.0,73.0,4.0,0.015,500.0
1643,collar cuero nº 4 (g. araya),paseo,accesorios,6790.0,5048.0,14.0,3.0,0.001,500.0
795,brit care junior large breed l&r 12 kg,cachorros,alimento,56650.0,42086.0,170.0,1.0,0.015,3600.0
645,pro plan sensitive skin m/l 15kg ar,adultos,alimento,85660.0,65436.0,259.0,2.0,0.015,3550.0
1012,plato antideslizante luna / m,comederos,accesorios,4580.0,3509.0,10.0,1.0,0.001,500.0
1719,brit pate & meat turkey 400 g,latas,alimento,3130.0,2294.0,9.0,3.0,0.015,2900.0
556,royal can  early cardiac  canine 10 kilo,medicados,alimento,91930.0,60466.0,277.0,1.0,0.015,2400.0
681,pink big circle paw (my family),placas identificacion,accesorios,15490.0,10521.0,33.0,0.0,0.001,500.0
577,zeedog atlanta collar small,paseo,accesorios,9870.0,7078.0,21.0,1.0,0.001,500.0
1109,pawise hipopotamo con tirador,juguetes,accesorios,7990.0,5432.0,17.0,6.0,0.001,500.0
1266,le salon esse. corta uða alicate l/cat,grooming,accesorios,9990.0,7607.0,25.0,1.0,0.004,750.0
1183,royal can fhn exigent  1.5 kilos,adultos,alimento,19710.0,14896.0,60.0,3.0,0.015,4800.0
524,bravery lomo de atún y zanahoria,adultos,alimento,2990.0,2349.0,9.0,60.0,0.015,4200.0
540,zeedog fatboy soft-walk harness medium,paseo,accesorios,18840.0,14887.0,46.0,0.0,0.004,950.0
1194,go bowl pink small,paseo,accesorios,7900.41,5817.0,17.0,0.0,0.001,500.0
1678,royal can. urinary canine 10 kg.,medicados,alimento,93370.0,63325.0,282.0,0.0,0.015,1850.0
748,"zeus bozal alpha ""l""",paseo,accesorios,25990.0,18775.0,54.0,3.0,0.001,500.0
1731,hematon b12 jarabe 100ml,vitaminas,medicamentos,15230.0,10690.0,28.0,1.0,0.0002,500.0
1430,zeus nosh hueso duro sabor carne/queso l,juguetes,accesorios,12990.0,8956.0,27.0,4.0,0.001,500.0
484,polerón con gorro rosado,ropa,accesorios,18990.0,13083.0,39.0,21.0,0.001,500.0
95,pawise rasguñador,enriquecimiento ambiental,accesorios,9990.0,7515.0,25.0,0.0,0.004,500.0
1020,zeus bozal alpha  xs ,paseo,accesorios,19990.0,15546.0,49.0,2.0,0.004,1300.0
563,zeedog prisma leash extra small,paseo,accesorios,10860.0,7377.0,26.0,2.0,0.004,800.0
1264,monge medium adult chicken de 3 kg,adultos,alimento,25990.0,20653.0,78.0,1.0,0.015,5250.0
742,pro plan kitten pollo pouch 85,humedo,alimento,2610.0,1873.0,8.0,31.0,0.015,700.0
863,catlove raton mecanico azul,juguetes,accesorios,6990.0,4734.0,14.0,2.0,0.001,500.0
1598,exo terra placa calefactora 8 w,enriquecimiento ambiental,accesorios,24990.0,19561.0,52.0,1.0,0.001,500.0
1484,afp pups perrito mini,juguetes,accesorios,11490.0,7768.0,25.0,1.0,0.001,500.0
891,parker cat collar,paseo,accesorios,4900.42,3499.0,10.0,1.0,0.001,500.0
1577,veraflox   60 mg  x  7,antibiotico,medicamentos,28000.0,19084.0,52.0,1.0,0.0002,500.0
1038,multi-color pet playpen,hogar-transporte,accesorios,19370.0,14254.0,47.0,0.0,0.004,1550.0
206,zd neon coral h-harness small,paseo,accesorios,13900.0,10313.0,29.0,0.0,0.001,550.0
794,habitrail ovo expansion,hogar-transporte,accesorios,33990.0,25968.0,71.0,2.0,0.001,500.0
870,black french bulldog  (my family),placas identificacion,accesorios,17560.0,12405.0,37.0,1.0,0.001,500.0
397,jaula cage rabbit 100 grey,hogar-transporte,accesorios,79790.0,63817.0,167.0,2.0,0.001,1200.0
766,monge all breeds adult rabbits 1x12 kg,adultos,alimento,66490.0,44108.0,200.0,0.0,0.015,4200.0
1721,coche pet,hogar-transporte,accesorios,119990.0,78801.0,251.0,2.0,0.001,2600.0
1241,tx bozal con red incorporada s,paseo,accesorios,4990.0,3744.0,11.0,1.0,0.001,500.0
642,proplan active mind rz mediana y grande 15kg,senior,alimento,56900.0,44724.0,172.0,0.0,0.015,5700.0
1767,zeedog ella h-harness small,paseo,accesorios,13850.0,10861.0,29.0,0.0,0.001,500.0
612,pro plan kitten 3kg ar,cachorros,alimento,36370.0,25386.0,109.0,4.0,0.015,5050.0
960,big round aluminum blue (my family),placas identificacion,accesorios,7130.0,5514.0,15.0,2.0,0.001,500.0
1570,jaula aves peq. diseños,hogar-transporte,accesorios,14180.0,10375.0,35.0,0.0,0.004,500.0
725,zeus nosh hueso flex cachorro sabor pollo s,juguetes,accesorios,6490.0,4863.0,13.0,1.0,0.001,500.0
683,purple big circle bone (my family),placas identificacion,accesorios,15490.0,10726.0,38.0,0.0,0.004,900.0
98,correa retractil,paseo,accesorios,12990.0,9290.0,31.0,0.0,0.004,1150.0
804,corral pequeños animales a.c,enriquecimiento ambiental,accesorios,35390.0,25494.0,74.0,2.0,0.001,500.0
1597,pawise little monster verde,juguetes,accesorios,5790.0,4345.0,12.0,1.0,0.001,500.0
406,coastal lazer brite collar lime skulls l,paseo,accesorios,15990.0,11280.0,39.0,0.0,0.004,500.0
502,pack dieciochero perro adulto,hogar-transporte,accesorios,68990.0,53202.0,144.0,2.0,0.001,1150.0
1071,bravecto gatos 6.25 a 12.5 kg,antiparasitarios,medicamentos,34800.0,23845.0,64.0,1.0,0.0002,600.0
1056,nutrience original adult cat 2.5 kg,adultos,alimento,19530.0,15228.0,59.0,3.0,0.015,5100.0
929,parka t/7 cata pets,ropa,accesorios,23800.0,16825.0,50.0,2.0,0.001,500.0
779,zeedog phantom collar cat,paseo,accesorios,4880.0,3630.0,10.0,1.0,0.001,500.0
200,pawise hollow pollito,juguetes,accesorios,5790.0,4183.0,12.0,0.0,0.001,500.0
134,botella 1000 ml peq animales,comederos,accesorios,8490.0,5737.0,21.0,3.0,0.004,750.0
1051,zd midnight collar large,paseo,accesorios,12900.0,8868.0,27.0,1.0,0.001,500.0
40,tx toallas para calzon celo 10 pz xs-s-m,higiene,accesorios,1590.0,1228.0,3.0,0.0,0.004,500.0
1017,pawise little monster naranja,juguetes,accesorios,5790.0,4099.0,12.0,6.0,0.001,500.0
